Region ID,Region name,objects_total,n_animals,relative_abundance_z,rel_abundance_method,reference_mean,reference_std
203,Linear nucleus of the medulla,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
204,"Accessory olfactory bulb, mitral layer",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
205,"retriculospinal tract, lateral part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
206,Nucleus raphe magnus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
207,Area postrema,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
208,"Cortical amygdalar area, anterior part, layer 3",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
209,Lateral vestibular nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
210,Lateral mammillary nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
211,"Anterior cingulate area, dorsal part, layer 2/3",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
212,"Main olfactory bulb, glomerular layer",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
213,"retriculospinal tract, medial part",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
214,Red nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
215,Anterior pretectal nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
216,"Cortical amygdalar area, posterior part, lateral zone, layer 1",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
217,Superior vestibular nucleus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
218,Lateral posterior nucleus of the thalamus,0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
219,"Somatomotor areas, Layer 2/3",0,6,-0.10275153668651466,reference,2.4110105580693815,23.46447202463891
